Title,KM Driven,Fuel,Transmission,Price,Old Price,Savings,Location,Image,Car Link
2023 Hyundai Venue SX,"19,378 kms",Petrol,Manual,₹9.32 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-cars-Pune_c662392c-d5b8-41ee-8122-1753ffbe287a.htm
2020 Tata Hexa XM,"75,001 kms",Diesel,Manual,₹8.45 Lakh,₹8.75 Lakh,"(Save ₹30,000)","Yerwada, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Tata-hexa-xm-cars-Pune_dd19c963-f5d6-4360-b3d3-3b42b5088b25.htm?adId=15605&adType=41
2014 Maruti Wagon R VXI,"65,849 kms",Petrol,Manual,₹3.08 Lakh,₹3.11 Lakh,"(Save ₹3,000)","Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4927865/original/0edd9c3199912dc158e6e4f0d28070cd.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-wagon-r-vxi-cars-Pune_55a3a81c-cd6d-47af-8149-66066b3b9356.htm
2013 Maruti Swift VXI,"69,891 kms",Petrol,Manual,₹3.52 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4933997/original/f0a28456cb1d15c9b418e4ed04325424.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-vxi-cars-Pune_039bd485-89eb-420b-8f59-a8059e05b072.htm
2015 Hyundai Xcent 1.2 VTVT S,"52,808 kms",Petrol,Manual,₹4.01 Lakh,₹4.04 Lakh,"(Save ₹3,000)","Wakad, Pune",https://images10.gaadi.com/usedcar_image/4921878/original/4cb79985a4607db1f959a53b4360ca45.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-12-vtvt-s-cars-Pune_3b0f6367-209b-4fd6-bbe9-6125e780db8d.htm
2023 Skoda Slavia 1.0 TSI Style AT,"39,000 kms",Petrol,Automatic,₹13.25 Lakh,,,"Kothrud, Pune",https://images10.gaadi.com/usedcar_image/4840585/original/processed_afb4d5267e51792a57cd9c0ee892760a.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Skoda-slavia-10-tsi-style-at-cars-Pune_91066bc3-1b8d-45e8-a6fc-3e4910b20006.htm?adId=14239&adType=41
2021 Tata Nexon XMA S AMT Diesel,"67,000 kms",Diesel,Automatic,₹8.85 Lakh,,,"Aundh, Pune",https://images10.gaadi.com/usedcar_image/4917555/original/processed_4950c169-759e-4375-9464-51e551374aae.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Tata-nexon-xma-s-amt-diesel-cars-Pune_86fde6d4-9a73-43c1-accb-d49e3bcfa6a8.htm
2017 Hyundai Creta 1.6 VTVT E Plus,"94,385 kms",Petrol,Manual,₹6.01 Lakh,,,"Thathawade, Pune",https://images10.gaadi.com/usedcar_image/4934994/original/36326c840e72e415d8ee8f8fcd47e099.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-16-vtvt-e-plus-cars-Pune_a3b5fbb5-66ee-462a-b79c-73f29b81b382.htm
2015 Hyundai Grand i10 1.2 Kappa Asta,"77,122 kms",Petrol,Manual,₹3.70 Lakh,,,"Wagholi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Pune_2463c95c-1310-41ef-bfa5-e3861dd75d95.htm
2014 Volkswagen Jetta 2.0L TDI Highline AT,"1,04,000 kms",Diesel,Automatic,₹6 Lakh,,,"Yerwada, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Volkswagen-jetta-20l-tdi-highline-at-cars-Pune_b91f38db-9967-478f-871d-027b345ed503.htm?adId=14856&adType=41
2023 Hyundai Venue S 2023-2025,"29,102 kms",Petrol,Manual,₹7.10 Lakh,₹7.48 Lakh,"(Save ₹38,406)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-s-2023-2025-cars-Pune_f5c2d2e7-f721-41eb-8c9f-20225b38d210.htm
2022 Renault Kiger RXZ Turbo CVT,"31,384 kms",Petrol,Automatic,₹8.22 Lakh,₹8.39 Lakh,"(Save ₹17,000)","Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4759137/original/d06bd9fb35d84047b5d515b82d8f633e.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Renault-kiger-rxz-turbo-cvt-cars-Pune_237dc8b0-a30e-49a3-a400-d4f3e01c7026.htm
2023 Hyundai Creta SX IVT,"25,000 kms",Petrol,Automatic,₹14.99 Lakh,,,"Mundhwa, Pune",https://images10.gaadi.com/usedcar_image/4880682/original/processed_80a4cd44-077b-47a1-af27-1cddab33db36.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Hyundai-creta-sx-ivt-cars-Pune_b76a0d67-1586-43c6-98e8-f7142575360c.htm
2020 Toyota Innova Crysta Leadership Edition,"88,000 kms",Diesel,Manual,₹20.51 Lakh,,,"City, Pune",https://images10.gaadi.com/usedcar_image/4761432/original/processed_8cf2ac5090f2825823e20a56b3352cbd.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Toyota-innova-crysta-leadership-edition-cars-Pune_6ded8d24-5147-48fe-b3bd-642e8d413555.htm?adId=15788&adType=41
2014 Maruti Swift Dzire VXI,"93,900 kms",Petrol,Manual,₹3.95 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4926066/original/6b61a082d76c70e2d8223668172f77b3.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-dzire-vxi-cars-Pune_b93c08bf-94cd-42be-b212-6cf48e95ccd2.htm
2015 Maruti Celerio VXI,"68,036 kms",Petrol,Manual,₹3.50 Lakh,,,"City, Pune",https://images10.gaadi.com/usedcar_image/4924147/original/681befb901eef9935c14ddc0d0303b50.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-vxi-cars-Pune_a34553fb-2dab-4f45-af65-9511ee68d8d7.htm
2022 Hyundai i20 Magna 1.2,"40,931 kms",Petrol,Manual,₹5.63 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4933940/original/4e28dc790383969d66fa2ed4614751f5.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-magna-12-cars-Pune_7731a16e-d334-48b9-96c5-1fdd16223361.htm
2019 Skoda Rapid 1.6 MPI AT Style BSIV,"21,000 kms",Petrol,Automatic,₹8.30 Lakh,,,"Kothrud, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Skoda-rapid-16-mpi-at-style-bsiv-cars-Pune_3a1abe52-c0d8-414e-82c8-f8ff3c1ae170.htm?adId=15742&adType=41
2021 Kia Seltos HTX,"41,626 kms",Petrol,Manual,₹10.03 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-cars-Pune_5a1a5590-084e-4cf1-8f16-8332b1a64e5a.htm
2016 Hyundai EON Magna,"21,638 kms",Petrol,Manual,₹2.78 Lakh,,,"Wagholi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-eon-magna-cars-Pune_9b02a755-14ac-4496-8708-1029ee9becfd.htm
2016 Maruti Celerio VXI AMT,"27,633 kms",Petrol,Automatic,₹4.05 Lakh,₹4.10 Lakh,"(Save ₹5,000)","Pashan, Pune",https://images10.gaadi.com/usedcar_image/4907045/original/4c32a3663855229dfc001a492a759ce9.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-vxi-amt-cars-Pune_402974a4-15f2-44db-b685-d45107e4e59a.htm
2023 MG Astor Super MT,"13,000 kms",Petrol,Manual,₹10 Lakh,,,"Pride World City Road, Charholi Budruk, Pune",https://images10.gaadi.com/usedcar_image/4847781/original/processed_660e85c1-b35c-4a9e-bfc0-1ceab6282a1f.png?imwidth=640,https://www.cardekho.com/used-car-details/used-Mg-astor-super-mt-cars-Pune_b03c3867-cb66-45d8-ae4e-8ca8db75e223.htm?adId=15683&adType=41
2015 Hyundai Xcent Petrol,"1,28,746 kms",Petrol,Manual,₹3.95 Lakh,₹4.00 Lakh,"(Save ₹5,000)","Pashan, Pune",https://images10.gaadi.com/usedcar_image/4929917/original/86ab3d146fd921c7aebc09203aef4505.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-xcent-petrol-cars-Pune_2028727c-b961-4c8a-80dc-efa59267e509.htm
2019 Jeep Compass 1.4 Limited Plus BSIV,"62,579 kms",Petrol,Automatic,₹11.75 Lakh,,,"Dapodi, Pune",https://images10.gaadi.com/usedcar_image/4913864/original/processed_14ec51b7-2aa9-468b-a368-336c23fc1aaf.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Jeep-compass-14-limited-plus-bsiv-cars-Pune_bdf55751-5a6e-47da-9b13-ae7dd3e4f9ba.htm
2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,"20,372 kms",Petrol,Manual,₹4.10 Lakh,₹4.19 Lakh,"(Save ₹9,000)","Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4929893/original/3a68e8099ddca3a1715f3cb7cce03694.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Pune_957a75ab-5440-4232-9edc-cab8a982df8a.htm
2013 Mahindra XUV500 W8 FWD,"1,80,600 kms",Diesel,Manual,₹5.50 Lakh,,,"Balewadi, Pune",https://images10.gaadi.com/usedcar_image/4927159/original/35becfa8-f140-42ef-882b-c62caaa3f629.png?imwidth=640,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w8-fwd-cars-Pune_e4e9ed73-8d0d-4724-9cf7-85d09c8840ac.htm?adId=15938&adType=41
2014 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"50,292 kms",Petrol,Manual,₹3.76 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Pune_aec3d96f-a23e-4dfd-b97b-e85d53ccc6f6.htm
2018 Tata Nexon 1.2 Revotron XZA Plus,"23,807 kms",Petrol,Automatic,₹6.10 Lakh,₹6.13 Lakh,"(Save ₹3,379)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-12-revotron-xza-plus-cars-Pune_41e2e3b2-6b99-47de-9777-b64e60e5dda8.htm
2018 Renault Duster 85PS Diesel RxS,"82,000 kms",Diesel,Manual,₹6.45 Lakh,,,"Rahatani, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Renault-duster-85ps-diesel-rxs-cars-Pune_9e85642f-b7b2-466f-87d2-c08b1ff257c6.htm
2018 Honda City i-VTEC CVT V,"87,500 kms",Petrol,Automatic,₹6.10 Lakh,,,"Armament, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-v-cars-Pune_dc67b8db-708b-4638-bcaf-1573a3fbf488.htm?adId=15860&adType=41
2015 Maruti Celerio VXI AMT,"73,466 kms",Petrol,Automatic,₹3.42 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-vxi-amt-cars-Pune_3fd9ee22-05aa-4f85-83cc-900657ee9dd0.htm
2022 Kia Sonet GTX Plus Turbo iMT DT,"29,742 kms",Petrol,Manual,₹10.33 Lakh,₹10.45 Lakh,"(Save ₹12,000)","Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-sonet-gtx-plus-turbo-imt-dt-cars-Pune_2dcc9e78-acde-4155-aea0-629a9eff4a20.htm
2022 Kia Seltos HTX IVT,"31,231 kms",Petrol,Automatic,₹14.20 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4796226/original/0416166528186e849611c60aaea89e0d.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-ivt-cars-Pune_f716d68c-229b-4d71-a4ef-8e74b9aefca8.htm
2012 Hyundai Elantra SX,"1,00,000 kms",Petrol,Manual,₹4 Lakh,,,"Aundh Camp, Pune",https://images10.gaadi.com/usedcar_image/4930655/original/processed_0ffb62e2-a873-4c03-a712-a02fbb14fa47.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Hyundai-elantra-sx-cars-Pune_4371fd8e-df39-4087-9e8b-a0b601842f55.htm?adId=15920&adType=41
2013 Maruti Swift Dzire VXI,"86,667 kms",Petrol,Manual,₹3.49 Lakh,,,"Pashan, Pune",https://images10.gaadi.com/usedcar_image/4921887/original/c2303beb8cfbff33e7285065f439aff9.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-dzire-vxi-cars-Pune_7457cffa-e34e-473b-913c-6b8035229aef.htm
2022 Kia Sonet HTX Turbo iMT,"33,281 kms",Petrol,Manual,₹9.40 Lakh,₹9.52 Lakh,"(Save ₹12,000)","Wakad, Pune",https://images10.gaadi.com/usedcar_image/4848689/original/5a50236365adb1c7dd79a594f7eb2499.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Kia-sonet-htx-turbo-imt-cars-Pune_dd7b9c73-8271-46ec-8ce5-cf0488fc497e.htm
2015 Honda Amaze S i-VTEC,"1,00,541 kms",Petrol,Manual,₹3.30 Lakh,₹3.37 Lakh,"(Save ₹7,000)","Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4929894/original/a450f9b3a1d2788af45d4f531610f9f8.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-s-i-vtec-cars-Pune_f47c603c-de83-447d-b1a7-ff1b36fe4599.htm
2016 Audi Q3 35 TDI Dynamic Edition,"1,20,000 kms",Diesel,Automatic,₹8 Lakh,,,"Shivajinagar, Pune",https://images10.gaadi.com/usedcar_image/4907672/original/processed_processed_d27d454b-1e12-4fe8-bcb1-c2b2b9f277b7.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Audi-q3-35-tdi-dynamic-edition-cars-Pune_f19c6f74-1804-481b-a388-2df9b34f85d4.htm?adId=15434&adType=41
2012 Maruti Swift ZXI,"1,06,729 kms",Petrol,Manual,₹3.25 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-zxi-cars-Pune_7aaf02d0-af8b-4f3c-87c3-c2b1922a8385.htm
2016 Hyundai Creta 1.6 EX Petrol,"39,903 kms",Petrol,Manual,₹7.75 Lakh,,,"Pashan, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-16-ex-petrol-cars-Pune_fed98797-3066-4f71-b468-ddd03aec505d.htm
2020 Kia Seltos GTX Plus,"28,249 kms",Petrol,Manual,₹8.86 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-gtx-plus-cars-Pune_89bd96a0-dca9-4d51-a525-f840a4d63794.htm
2017 Ford Ecosport 1.0 Ecoboost Titanium Plus BSIV,"78,000 kms",Petrol,Manual,₹4.70 Lakh,,,"Adarsh Nagar, Wadgaon Sheri, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Ford-ecosport-10-ecoboost-titanium-plus-bsiv-cars-Pune_8caf7d64-c6f2-4b38-a58f-b3f546c34004.htm?adId=15355&adType=41
2024 Hyundai Exter SX CNG,"6,258 kms",CNG,Manual,₹8 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-exter-sx-cng-cars-Pune_f570a252-2cf4-4050-89af-8099eca05d67.htm
2021 Hyundai Venue SX Opt Turbo DCT Special Edition,"46,896 kms",Petrol,Automatic,₹9.33 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-venue-sx-opt-turbo-dct-special-edition-cars-Pune_a80acde1-02a1-4dd5-92f8-a828946f2e95.htm
2013 Hyundai i10 Magna,"67,000 kms",Petrol,Manual,₹2.35 Lakh,,,"Kondhwa, Pune",https://images10.gaadi.com/usedcar_image/4925372/original/processed_8a09084d-984f-47ca-9c27-7898b0edb7db.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Hyundai-i10-magna-cars-Pune_64900bf5-2969-489a-873b-a4f42f944d15.htm
2022 Skoda Kushaq 1.0 TSI Style BSVI,"17,000 kms",Petrol,Manual,₹11.50 Lakh,,,"Lohogaon, Pune",https://images10.gaadi.com/usedcar_image/4846395/original/processed_57506d4e-7909-404f-bf42-0df0252d3021.png?imwidth=640,https://www.cardekho.com/used-car-details/used-Skoda-kushaq-10-tsi-style-bsvi-cars-Pune_8285c556-7745-436d-bdb7-35508e1f9da5.htm?adId=15241&adType=41
2013 Hyundai i10 Magna 1.1,"33,306 kms",Petrol,Manual,₹2.73 Lakh,₹2.78 Lakh,"(Save ₹5,000)","Wakad, Pune",https://images10.gaadi.com/usedcar_image/4927861/original/e0c0fe118fbe6f37002e35c8ffad33e5.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-i10-magna-11-cars-Pune_38e4cffd-e2ad-4511-8886-aabbf7b182b8.htm
2018 Honda Amaze VX,"26,853 kms",Petrol,Manual,₹5.71 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4919890/original/303daa04c0fd390f66bda272a738be22.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-cars-Pune_5d004d1f-0e6f-4836-9192-bbf87d942806.htm
2019 Maruti Swift VXI,"34,723 kms",Petrol,Manual,₹5.05 Lakh,₹5.09 Lakh,"(Save ₹3,683)","Thathawade, Pune",https://images10.gaadi.com/usedcar_image/4927100/original/480742304b96317c149d546bfa299864.jpg?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-vxi-cars-Pune_be2fa0a4-9cc0-46e7-bfd5-525450e00508.htm
2014 Honda City i VTEC VX,"60,000 kms",Petrol,Manual,₹4 Lakh,,,"Rahatani, Pune",https://images10.gaadi.com/usedgaadi-sellcar/UsedCar/k5153927a/5669456a-cd24-4b64-8684-283eafacdb3d.jpeg?imwidth=640,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-vx-cars-Pune_27b37d86-f621-4ada-b1b2-63e52c420e1a.htm?adId=15167&adType=41
2020 Kia Seltos GTX Plus,"56,684 kms",Petrol,Manual,₹8.98 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4759115/original/7f6c8a759ca1828da1a8379bca3afdc8.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-gtx-plus-cars-Pune_d6556126-98f8-4f77-8b1f-7c5ee7423b20.htm
2016 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"17,333 kms",Petrol,Manual,₹4.23 Lakh,,,"Hadapsar, Pune",https://images10.gaadi.com/usedcar_image/4898428/original/b710f6cf7037cb2e97eedf080fd2d891.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Pune_b92bd6a5-d6ea-4b88-9a45-210b169cab4e.htm
2025 Mercedes-Benz GLC 220d,"10,000 kms",Diesel,Automatic,₹72 Lakh,,,"Undri, Pune",https://images10.gaadi.com/usedcar_image/4923055/original/processed_84792f50-ae6e-4b3b-9ab3-5d7f6f900bc5.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Mercedes-benz-glc-220d-cars-Pune_9b64a3e2-149c-43f2-a0f7-093692699aa7.htm
2016 Land Rover Discovery Sport TD4 SE,"90,000 kms",Diesel,Automatic,₹28 Lakh,,,"Dhole Patil Road, Pune",https://images10.gaadi.com/usedcar_image/4925567/original/processed_processed_processed_f7d77984-d1b0-462e-838a-d14799c3ad91.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Land-rover-discovery-sport-td4-se-cars-Pune_4b3d76d9-4794-4b21-a985-dfca149e65fd.htm?adId=15945&adType=41
2023 Renault Kiger RXZ Turbo CVT,"23,416 kms",Petrol,Automatic,₹9.40 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4759161/original/70a5d511748da57880c3448bbbdc5188.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Renault-kiger-rxz-turbo-cvt-cars-Pune_0db63b8b-18a2-4637-9527-5b90bc87200f.htm
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,"32,175 kms",Petrol,Manual,₹4.43 Lakh,,,"Wakad, Pune",https://images10.gaadi.com/usedcar_image/4933996/original/638f960cf267619135c5e7154dd82a09.JPG?imwidth=640,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Pune_05d47027-d399-4243-9770-f5d32ba52bbb.htm
2015 Hyundai Grand i10 Sportz,"42,000 kms",Petrol,Manual,₹3.45 Lakh,,,"Kondhwa, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-sportz-cars-Pune_a580a6b2-006b-4e53-8a65-af4f81a9b33a.htm
2020 Tata Harrier XT,"1,60,000 kms",Diesel,Manual,₹10 Lakh,,,"Kasarwadi, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Tata-harrier-xt-cars-Pune_8d49f7b3-ad34-4e2c-ad22-f65e0966ca80.htm?adId=15895&adType=41
2016 Hyundai Grand i10 1.2 Kappa Magna BSIV,"66,271 kms",Petrol,Manual,₹3.77 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Pune_7643ab83-7327-48f5-9149-edda23e5c400.htm
2021 Maruti Vitara Brezza ZXI Plus,"33,081 kms",Petrol,Manual,₹7.92 Lakh,,,"Hadapsar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-vitara-brezza-zxi-plus-cars-Pune_a81ad99b-efd6-4685-b894-1ec0642cebfb.htm
2016 Maruti Celerio ZXI,"60,987 kms",Petrol,Manual,₹3.20 Lakh,₹3.39 Lakh,"(Save ₹18,957)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-zxi-cars-Pune_da39fc21-927c-4aad-ae95-01e8a04584f7.htm
2014 Honda City i VTEC V,"61,000 kms",Petrol,Manual,₹4.90 Lakh,,,"Chakan, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-v-cars-Pune_b3c4d7c0-3861-4e8d-b0a3-f78e4b290efa.htm?adId=15879&adType=41
2024 Kia Seltos HTX Diesel,"17,000 kms",Diesel,Manual,₹19.75 Lakh,,,"Khadki, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-diesel-cars-Pune_96ccc300-cf39-40cf-8ca3-b5081478bc3a.htm
2023 Hyundai Aura SX CNG,"29,240 kms",CNG,Manual,₹6.20 Lakh,₹7.19 Lakh,"(Save ₹98,715)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-aura-sx-cng-cars-Pune_92b22a12-f014-439b-aeca-9e063dcc2be3.htm
2018 Hyundai Creta 1.6 E Plus,"68,000 kms",Petrol,Manual,₹6.75 Lakh,,,"Rahatani, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-e-plus-cars-Pune_32d41c76-c3f6-48c6-a504-0e4769579ef2.htm
2016 Mahindra XUV500 W6 2WD,"31,000 kms",Diesel,Manual,₹7.50 Lakh,,,"Yerwada, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w6-2wd-cars-Pune_e17c44d0-12b5-4998-a78d-229ff65615ca.htm?adId=15552&adType=41
2020 Kia Seltos HTX IVT,"82,234 kms",Petrol,Automatic,₹11.33 Lakh,,,"Wakad, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htx-ivt-cars-Pune_ce4db56a-372d-4d8e-bf57-d38fd1b3f98b.htm
2018 Hyundai Santro Sportz CNG BSIV,"33,916 kms",CNG,Manual,₹3.67 Lakh,₹4.18 Lakh,"(Save ₹50,858)","Thathawade, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-santro-sportz-cng-bsiv-cars-Pune_d7ac136b-f821-423c-9d5e-6eaff2cb9a39.htm
2015 Honda City i VTEC SV,"90,000 kms",Petrol,Manual,₹4.20 Lakh,,,"Khondhwa KH, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-sv-cars-Pune_14697c96-bd6c-4146-9b21-234a4fc52405.htm
2024 Mahindra XUV 3XO AX5 AT,"30,000 kms",Petrol,Automatic,₹11.25 Lakh,,,"Anandnagar, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/used-car-details/used-Mahindra-xuv-3xo-ax5-at-cars-Pune_e7b5f7a9-b2b6-4406-9ad8-13c13d7a9003.htm?adId=14484&adType=41
2024 Hyundai Grand i10 Nios Sportz,"29,802 kms",Petrol,Manual,₹6.72 Lakh,,,"Pashan, Pune",https://stimg.cardekho.com/pwa/img/spacer3x2.png,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-nios-sportz-cars-Pune_0e5d1084-f44b-4302-8237-6850c74583eb.htm
2013 Hyundai i20 Asta 1.2,"1,02,000 kms",Petrol,Manual,₹3.55 Lakh,,,"Rahatani, Pune",https://images10.gaadi.com/usedcar_image/4934484/original/processed_acf12f93-03ec-4295-8cca-b33268e577c2.jpg?imwidth=640,https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-12-cars-Pune_c2410121-0a8e-4d69-b72f-91074205e65b.htm
2011 Volkswagen Polo Petrol Highline 1.6L,"78,000 kms",Petrol,Manual,₹2.40 Lakh,,,"Khondhwa KH, Pune",https://images10.gaadi.com/usedcar_image/4933720/original/processed_db834bce9a1c2722edd06b9c7c8603d1.png?imwidth=640,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-petrol-highline-16l-cars-Pune_6ae3ee30-8aaf-49ec-970b-0336f4bb7f86.htm
